league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
GER-Bundesliga,2021,Wolfsburg,Wout Weghorst,3,2020,131,7052,F S,34,2954,20,18.310400219634175,18,16.03706214018166,8,5.427310448139906,93,45,3,0,24.294328788295388,5.9548529498279095
GER-Bundesliga,2021,Wolfsburg,Xaver Schlager,3,2020,131,7783,M S,32,2651,2,2.6503377333283424,2,2.6503377333283424,4,3.817872976884246,49,24,7,0,13.22123559564352,7.699162695556879
GER-Bundesliga,2021,Wolfsburg,Yannick Gerhardt,3,2020,131,140,D M S,29,1924,2,3.7495582550764084,2,3.7495582550764084,4,3.4470597486943007,31,23,3,0,9.541179701685905,3.3395404778420925
GER-Bundesliga,2021,Wolfsburg,Yunus Malli,3,2020,131,45,M,1,60,0,0.0,0,0.0,0,0.11282899975776672,0,2,0,0,0.13426800072193146,0.021439099684357643
GER-Bundesliga,2223,Augsburg,Aaron Zehnter,3,2022,121,10863,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2223,Augsburg,André Hahn,3,2022,121,412,D F M S,7,382,2,0.30461249127984047,2,0.30461249127984047,0,0.06533119827508926,7,1,1,0,0.8064089696854353,0.4914739057421684
GER-Bundesliga,2223,Augsburg,Arne Engels,3,2022,121,11323,M,18,1460,0,0.4481054097414017,0,0.4481054097414017,3,2.4704787489026785,17,24,5,0,3.7416284289211035,2.508486784994602
GER-Bundesliga,2223,Augsburg,Arne Maier,3,2022,121,5298,D M S,30,2000,5,1.9074955079704523,5,1.9074955079704523,1,1.5759431831538677,28,21,3,0,5.386207904666662,2.6259657125920057
GER-Bundesliga,2223,Augsburg,Carlos Gruezo,3,2022,121,69,M S,13,967,0,0.026374599896371365,0,0.026374599896371365,0,0.22044220194220543,2,6,5,0,1.5679318085312843,1.3211149126291275
GER-Bundesliga,2223,Augsburg,Daniel Caligiuri,3,2022,121,157,D M S,13,261,1,0.24437029659748077,1,0.24437029659748077,0,0.28146539255976677,6,4,1,0,0.3280097972601652,0.06699209846556187
GER-Bundesliga,2223,Augsburg,David Colina,3,2022,121,11325,S,7,136,1,0.43998798727989197,1,0.43998798727989197,0,0.06158380024135113,1,2,0,0,0.5709785651415586,0.09402547217905521
GER-Bundesliga,2223,Augsburg,Dion Beljo,3,2022,121,11324,F M S,18,1164,3,1.4669535979628563,3,1.4669535979628563,2,2.154107490554452,12,14,2,0,4.491503283381462,0.8704428151249886
GER-Bundesliga,2223,Augsburg,Elvis Rexhbecaj,3,2022,121,6445,M S,31,2566,0,0.33429855294525623,0,0.33429855294525623,0,1.2082694992423058,16,13,6,0,3.8194191930815578,2.499745972454548
GER-Bundesliga,2223,Augsburg,Ermedin Demirovic,3,2022,121,6496,F M,30,2415,8,8.07651238143444,7,7.318736102432013,4,3.547700279392302,62,28,7,1,10.457560524344444,1.3924938049167395
GER-Bundesliga,2223,Augsburg,Felix Uduokhai,3,2022,121,6100,D S,19,1449,0,0.2810891196131706,0,0.2810891196131706,1,0.23178673535585403,4,3,3,1,1.6158726327121258,1.5346208326518536
GER-Bundesliga,2223,Augsburg,Florian Niederlechner,3,2022,121,306,F M S,30,1721,5,5.472676767036319,5,5.472676767036319,1,0.501115882769227,48,9,3,0,6.477931981906295,2.1252606473863125
GER-Bundesliga,2223,Augsburg,Frederik Winther,3,2022,121,9723,D,1,90,0,0.0,0,0.0,1,0.043960899114608765,0,1,0,0,0.09787070006132126,0.09787070006132126
GER-Bundesliga,2223,Augsburg,Fredrik Jensen,3,2022,121,7197,D F M S,20,919,2,1.9105474883690476,2,1.9105474883690476,1,0.9806190077215433,11,13,1,0,2.7763356287032366,1.3780555166304111
GER-Bundesliga,2223,Augsburg,Iago,3,2022,121,8065,D M S,22,1616,0,0.5045134099200368,0,0.5045134099200368,2,1.5134401302784681,9,10,4,1,4.3672290202230215,3.115460731089115
GER-Bundesliga,2223,Augsburg,Irvin Cardona,3,2022,121,5724,S,10,292,1,2.658486820757389,1,2.658486820757389,0,0.09321249276399612,9,3,2,0,2.751698937267065,0.0
GER-Bundesliga,2223,Augsburg,Jeffrey Gouweleeuw,3,2022,121,2665,D,32,2797,0,1.346700431779027,0,1.346700431779027,1,1.6698649385944009,15,11,12,0,2.683119592256844,2.035366779193282
GER-Bundesliga,2223,Augsburg,Julian Baumgartlinger,3,2022,121,42,M S,16,520,0,0.17029069643467665,0,0.17029069643467665,0,0.11622369661927223,3,2,1,0,1.2726374808698893,1.1233885940164328
GER-Bundesliga,2223,Augsburg,Kelvin Yeboah,3,2022,121,10318,F S,13,326,1,1.3547090254724026,1,1.3547090254724026,1,0.3252255991101265,12,5,0,0,1.9232772588729858,0.5414285883307457
GER-Bundesliga,2223,Augsburg,Lukas Petkov,3,2022,121,9127,S,7,126,0,0.03407829999923706,0,0.03407829999923706,0,0.0,2,0,1,0,0.03407829999923706,0.0
GER-Bundesliga,2223,Augsburg,Mads Pedersen,3,2022,121,7809,D M S,28,1835,0,0.2617388470098376,0,0.2617388470098376,0,0.731495875865221,9,15,6,0,2.106668382883072,1.2319271564483643
GER-Bundesliga,2223,Augsburg,Maximilian Bauer,3,2022,121,9716,D S,27,1841,0,1.2504343139007688,0,1.2504343139007688,1,0.44647486321628094,8,4,8,0,3.578761273995042,3.5541260205209255
GER-Bundesliga,2223,Augsburg,Mërgim Berisha,3,2022,121,11092,F S,23,1693,9,8.744452925398946,6,5.71334701962769,4,3.7399580562487245,56,21,7,1,6.598840083926916,0.3061359953135252
GER-Bundesliga,2223,Augsburg,Nathanael Mbuku,3,2022,121,7719,S,2,25,0,0.0,0,0.0,0,0.0,0,0,0,0,0.02461780048906803,0.02461780048906803
GER-Bundesliga,2223,Augsburg,Niklas Dorsch,3,2022,121,6411,M S,11,471,0,0.0,0,0.0,0,0.31455934047698975,0,1,1,0,0.4861020967364311,0.4861020967364311
GER-Bundesliga,2223,Augsburg,Noah Joel Sarenren Bazee,3,2022,121,2659,S,2,12,0,0.0,0,0.0,0,0.03810739889740944,0,1,0,0,0.03810739889740944,0.0
GER-Bundesliga,2223,Augsburg,Rafal Gikiewicz,3,2022,121,5293,GK,23,2070,0,0.0,0,0.0,0,0.0,0,0,3,0,0.8435589075088501,0.8435589075088501
GER-Bundesliga,2223,Augsburg,Raphael Framberger,3,2022,121,4336,D M S,3,182,0,0.0,0,0.0,0,0.09089010208845139,0,1,0,0,0.17520979791879654,0.17520979791879654
GER-Bundesliga,2223,Augsburg,Reece Oxford,3,2022,121,543,D S,3,93,0,0.0,0,0.0,0,0.07660800218582153,0,1,0,0,0.07660800218582153,0.0
GER-Bundesliga,2223,Augsburg,Renato Veiga,3,2022,121,11383,D S,13,632,0,0.2196661764755845,0,0.2196661764755845,0,0.1612498201429844,8,2,3,0,0.8151247007772326,0.7065835222601891
GER-Bundesliga,2223,Augsburg,Ricardo Pepi,3,2022,121,10253,F S,4,92,0,0.059269800782203674,0,0.059269800782203674,0,0.033113899640738964,1,2,0,0,0.18476079404354095,0.1071769967675209
GER-Bundesliga,2223,Augsburg,Robert Gumny,3,2022,121,8803,D S,29,2019,1,0.39685156755149364,1,0.39685156755149364,2,1.0906317457556725,9,9,5,1,2.1613413710147142,1.43391408957541
GER-Bundesliga,2223,Augsburg,Ruben Vargas,3,2022,121,7810,F M S,23,1146,3,0.8962412793189287,3,0.8962412793189287,4,2.1243868889287114,21,16,4,0,2.8856554022058845,0.824656150303781
GER-Bundesliga,2223,Augsburg,Tomas Koubek,3,2022,121,6292,GK,11,990,0,0.0,0,0.0,0,0.0,0,0,0,0,0.6914921347051859,0.6914921347051859
GER-Bundesliga,2223,Bayer Leverkusen,Adam Hlozek,3,2022,119,10774,F M S,29,1291,5,2.6669578161090612,5,2.6669578161090612,3,2.6284044701606035,30,18,2,0,7.671263899188489,3.3072979166172445
GER-Bundesliga,2223,Bayer Leverkusen,Amine Adli,3,2022,119,8211,F M S,26,1446,5,5.577013881877065,5,5.577013881877065,3,1.5646598255261779,37,20,2,2,9.384396608918905,4.138404821977019
GER-Bundesliga,2223,Bayer Leverkusen,Andrey Lunev,3,2022,119,3150,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.07124389708042145,0.07124389708042145
GER-Bundesliga,2223,Bayer Leverkusen,Ayman Azhil,3,2022,119,8116,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2223,Bayer Leverkusen,Callum Hudson-Odoi,3,2022,119,6456,F M S,14,610,0,0.16214790008962154,0,0.16214790008962154,1,0.6222708076238632,4,12,0,0,2.0590027030557394,1.4365442022681236
GER-Bundesliga,2223,Bayer Leverkusen,Charles Aránguiz,3,2022,119,454,M S,10,497,1,0.23023970425128937,1,0.23023970425128937,0,0.21189780440181494,5,3,1,0,2.5478187948465347,2.17503559589386
GER-Bundesliga,2223,Bayer Leverkusen,Daley Sinkgraven,3,2022,119,7899,D M S,12,345,0,0.179864096455276,0,0.179864096455276,2,1.7516733082011342,5,6,1,0,2.5453466214239597,0.8132128929719329
GER-Bundesliga,2223,Bayer Leverkusen,Edmond Tapsoba,3,2022,119,8317,D M S,33,2874,1,2.565204307436943,0,1.0496511161327362,0,1.0476770903915167,15,5,5,0,13.109413214027882,12.333076603710651
GER-Bundesliga,2223,Bayer Leverkusen,Exequiel Palacios,3,2022,119,8325,M S,25,1665,4,2.7983853723853827,1,0.5250557949766517,2,1.5065587665885687,20,15,4,0,10.362398341298103,9.40145754814148
GER-Bundesliga,2223,Bayer Leverkusen,Florian Wirtz,3,2022,119,8397,F M S,17,1089,1,0.583570022135973,1,0.583570022135973,6,4.696660354733467,7,39,4,0,9.336530420929193,5.08792663551867
GER-Bundesliga,2223,Bayer Leverkusen,Jeremie Frimpong,3,2022,119,9328,D M S,34,2727,8,8.343600986525416,8,8.343600986525416,7,5.546072905883193,38,45,4,0,18.800267400220037,6.1089749513193965
GER-Bundesliga,2223,Bayer Leverkusen,Joel Pohjanpalo,3,2022,119,5222,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2223,Bayer Leverkusen,Jonathan Tah,3,2022,119,183,D S,33,2493,1,1.1917415522038937,1,1.1917415522038937,0,0.6195285189896822,10,6,6,0,8.047265270724893,7.760596519336104
GER-Bundesliga,2223,Bayer Leverkusen,Karim Bellarabi,3,2022,119,186,M S,8,78,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3166132941842079,0.3166132941842079
GER-Bundesliga,2223,Bayer Leverkusen,Kerem Demirbay,3,2022,119,5273,M S,25,1549,4,2.4878762275911868,4,2.4878762275911868,3,2.8742984011769295,31,32,5,0,9.032792079262435,5.607281791046262
GER-Bundesliga,2223,Bayer Leverkusen,Lukas Hradecky,3,2022,119,281,GK,33,2970,0,0.0,0,0.0,0,0.0,0,0,0,1,3.032255125232041,3.032255125232041
GER-Bundesliga,2223,Bayer Leverkusen,Mitchel Bakker,3,2022,119,8310,D S,28,1656,3,1.5494726430624723,3,1.5494726430624723,2,1.960865007713437,17,17,4,1,7.690754035487771,5.3029226791113615
GER-Bundesliga,2223,Bayer Leverkusen,Moussa Diaby,3,2022,119,6556,F M,33,2736,9,10.234066966921091,9,9.476291004568338,8,8.54252471961081,80,58,4,0,20.56936350464821,4.606570445932448
GER-Bundesliga,2223,Bayer Leverkusen,Nadiem Amiri,3,2022,119,82,F M S,25,951,4,2.1176350452005863,3,1.359858339652419,1,1.001922182738781,24,15,6,0,4.330404385924339,3.094477749429643
GER-Bundesliga,2223,Bayer Leverkusen,Noah Mbamba-Muanda,3,2022,119,11355,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2223,Bayer Leverkusen,Odilon Kossounou,3,2022,119,9714,D S,24,1518,0,0.10565309785306454,0,0.10565309785306454,1,0.14192240312695503,3,3,3,0,3.917286849580705,3.7647726675495505
GER-Bundesliga,2223,Bayer Leverkusen,Patrik Schick,3,2022,119,1236,F S,14,936,3,5.551570445299149,3,5.551570445299149,1,0.4347322918474674,34,10,0,0,8.173204828053713,2.6731401160359383
GER-Bundesliga,2223,Bayer Leverkusen,Paulinho,3,2022,119,7067,F S,4,81,1,0.5969429910182953,1,0.5969429910182953,0,0.0,2,0,0,0,0.6138509903103113,0.01690799929201603
GER-Bundesliga,2223,Bayer Leverkusen,Piero Hincapié,3,2022,119,9911,D M S,30,2470,1,1.3324642069637775,1,1.3324642069637775,1,1.3067817650735378,16,10,9,3,8.78414343483746,7.831875195726752
GER-Bundesliga,2223,Bayer Leverkusen,Robert Andrich,3,2022,119,7877,M S,29,2414,2,1.495253399014473,2,1.495253399014473,2,1.1337046343833208,30,18,7,0,8.447318887338042,7.092177907004952
GER-Bundesliga,2223,Bayer Leverkusen,Sardar Azmoun,3,2022,119,2774,F M S,23,898,4,4.1958376076072454,4,4.1958376076072454,1,2.982987130060792,28,14,1,0,7.2221479173749685,0.7968364469707012
GER-Bundesliga,2223,Bayer Leverkusen,Timothy Fosu-Mensah,3,2022,119,549,M S,11,177,0,0.06298249959945679,0,0.06298249959945679,0,0.5267039984464645,3,4,1,0,1.1963598150759935,1.0355872064828873
GER-Bundesliga,2223,Bayern Munich,Alphonso Davies,3,2022,117,7345,D M S,26,2054,1,2.2144710374996066,1,2.2144710374996066,4,3.4712795857340097,19,43,0,0,20.467795314267278,15.926782006397843
GER-Bundesliga,2223,Bayern Munich,Arijon Ibrahimovic,3,2022,117,10248,S,1,12,0,0.5974339842796326,0,0.5974339842796326,0,0.0419234000146389,2,1,0,0,1.175029993057251,0.5849249958992004
GER-Bundesliga,2223,Bayern Munich,Benjamin Pavard,3,2022,117,3363,D S,30,2433,4,2.2471003998070955,4,2.2471003998070955,1,2.9406278133392334,34,20,6,0,20.861329324543476,19.75163858383894
GER-Bundesliga,2223,Bayern Munich,Bouna Sarr,3,2022,117,3393,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2223,Bayern Munich,Daley Blind,3,2022,117,548,D S,4,126,0,0.0419234000146389,0,0.0419234000146389,0,0.10187599807977676,1,2,0,0,1.304740995168686,1.225990042090416
GER-Bundesliga,2223,Bayern Munich,Dayotchanculle Upamecano,3,2022,117,5243,D S,29,2341,0,1.0878540985286236,0,1.0878540985286236,1,0.2807500045746565,7,6,6,1,20.613805655390024,20.393855664879084
GER-Bundesliga,2223,Bayern Munich,Eric Maxim Choupo-Moting,3,2022,117,339,F S,19,1127,10,8.34479707479477,10,7.587020091712475,2,2.4134399238973856,31,16,0,0,15.240264654159546,5.789523597806692
GER-Bundesliga,2223,Bayern Munich,Gabriel Vidovic,3,2022,117,10558,S,1,16,0,0.0,0,0.0,1,0.15919600427150726,0,2,0,0,0.17979900538921356,0.020603500306606293
GER-Bundesliga,2223,Bayern Munich,Jamal Musiala,3,2022,117,8418,M S,33,2234,12,9.34594888612628,12,9.34594888612628,10,7.170549068599939,66,52,1,0,27.62527047097683,15.357557548210025
GER-Bundesliga,2223,Bayern Munich,Joshua Kimmich,3,2022,117,223,D M S,33,2823,5,1.9719654498621821,4,1.2141887722536922,6,7.107447650283575,28,85,3,1,29.105611484497786,24.704093173146248
GER-Bundesliga,2223,Bayern Munich,Josip Stanisic,3,2022,117,9458,D S,14,560,0,0.0,0,0.0,0,0.511153195053339,0,4,1,0,6.927464487031102,6.416308822110295
GER-Bundesliga,2223,Bayern Munich,João Cancelo,3,2022,117,2379,D M S,15,1018,1,0.740132313221693,1,0.740132313221693,4,3.0123420655727386,12,13,3,0,11.520749151706696,8.435149043798447
GER-Bundesliga,2223,Bayern Munich,Kingsley Coman,3,2022,117,226,M S,24,1422,8,6.010770929977298,8,6.010770929977298,5,5.7907725758850574,49,41,0,1,18.717868223786354,8.904668807983398
GER-Bundesliga,2223,Bayern Munich,Leon Goretzka,3,2022,117,335,M S,27,1754,3,4.879844713956118,3,4.879844713956118,2,2.9064023923128843,40,21,5,0,18.998094856739044,14.380298979580402
GER-Bundesliga,2223,Bayern Munich,Leroy Sané,3,2022,117,337,M S,32,1997,8,9.470278967171907,8,9.470278967171907,7,5.158201150596142,79,35,4,0,23.99955504760146,11.749857423827052
GER-Bundesliga,2223,Bayern Munich,Lucas Hernández,3,2022,117,2276,D S,7,484,0,0.0,0,0.0,0,0.10382699966430664,0,1,1,0,2.4258759170770645,2.4258759170770645
GER-Bundesliga,2223,Bayern Munich,Manuel Neuer,3,2022,117,217,GK,12,1080,0,0.09729409962892532,0,0.09729409962892532,0,0.0,2,0,0,0,4.543590784072876,4.543590784072876
GER-Bundesliga,2223,Bayern Munich,Marcel Sabitzer,3,2022,117,5248,M S,15,622,1,1.0313598802313209,1,1.0313598802313209,1,0.2817846015095711,15,6,2,0,5.416687596589327,4.288550337776542
GER-Bundesliga,2223,Bayern Munich,Mathys Tel,3,2022,117,9780,M S,22,356,5,3.4526608996093273,5,3.4526608996093273,0,0.6357373185455799,20,6,2,0,5.112999714910984,1.1535096727311611
GER-Bundesliga,2223,Bayern Munich,Matthijs de Ligt,3,2022,117,7902,D S,31,2407,3,1.305196895264089,3,1.305196895264089,1,0.7707531871274114,24,6,4,0,17.066274592652917,16.740963304415345
GER-Bundesliga,2223,Bayern Munich,Noussair Mazraoui,3,2022,117,10696,D S,19,1073,1,0.8621763680130243,1,0.8621763680130243,4,3.82255975715816,8,19,0,0,13.49953356012702,9.97263415157795
GER-Bundesliga,2223,Bayern Munich,Paul Wanner,3,2022,117,10245,S,2,19,0,0.0,0,0.0,0,0.048703599721193314,0,1,1,0,0.0,0.0
GER-Bundesliga,2223,Bayern Munich,Ryan Gravenberch,3,2022,117,10697,M S,24,527,0,0.7752301301807165,0,0.7752301301807165,0,0.36440723948180676,11,9,1,0,5.134856633841991,4.252635369077325
GER-Bundesliga,2223,Bayern Munich,Sadio Mané,3,2022,117,838,F M S,25,1449,7,11.784473165869713,6,10.26893113553524,5,4.721706811338663,54,25,2,0,19.7928506731987,6.392940312623978
GER-Bundesliga,2223,Bayern Munich,Serge Gnabry,3,2022,117,993,F M S,34,1950,14,11.549345068633556,13,10.791569046676159,5,5.648855604231358,82,36,0,0,24.274701070040464,10.335147313773632
GER-Bundesliga,2223,Bayern Munich,Sven Ulreich,3,2022,117,231,GK,3,270,0,0.0,0,0.0,0,0.0,0,0,0,0,2.159881640225649,2.159881640225649
GER-Bundesliga,2223,Bayern Munich,Thomas Müller,3,2022,117,224,F M S,27,1681,7,9.138495799154043,7,9.138495799154043,8,8.518348589539528,46,39,0,0,25.59187649935484,11.05475202202797
GER-Bundesliga,2223,Bayern Munich,Yann Sommer,3,2022,117,199,GK,29,2610,0,0.0,0,0.0,0,0.0,0,0,1,0,9.617172475904226,9.617172475904226
GER-Bundesliga,2223,Bochum,Anthony Losilla,3,2022,268,9705,M,31,2734,2,2.4770336523652077,2,2.4770336523652077,2,2.012193087488413,27,14,6,1,5.3180101076141,3.194928647018969
GER-Bundesliga,2223,Bochum,Christopher Antwi-Adjei,3,2022,268,7798,F M S,29,2000,3,2.1013984084129333,3,2.1013984084129333,6,4.173747691325843,29,33,2,0,9.383619488216937,4.400247389450669
GER-Bundesliga,2223,Bochum,Cristian Gamboa,3,2022,268,855,D M S,19,1496,0,0.09727543126791716,0,0.09727543126791716,0,0.4879088029265404,8,9,2,0,2.4310883581638336,2.254247364588082
GER-Bundesliga,2223,Bochum,Danilo Soares,3,2022,268,247,D M,23,1792,0,0.03176289610564709,0,0.03176289610564709,0,1.299712123349309,2,12,6,0,4.382229285314679,3.5892174392938614
GER-Bundesliga,2223,Bochum,Dominique Heintz,3,2022,268,129,D S,11,803,0,0.2686733826994896,0,0.2686733826994896,0,0.1345563344657421,4,3,1,0,1.2932956703007221,1.032269571442157
GER-Bundesliga,2223,Bochum,Erhan Masovic,3,2022,268,9709,D M S,29,2165,4,2.7671921802684665,4,2.7671921802684665,0,0.7689862418919802,16,9,3,0,3.4918717006221414,2.5324914064258337
GER-Bundesliga,2223,Bochum,Gerrit Holtmann,3,2022,268,5270,F M S,23,923,1,1.9286248944699764,1,1.9286248944699764,1,0.9806143054738641,30,10,0,0,2.917423890903592,0.5224944744259119
GER-Bundesliga,2223,Bochum,Ivan Ordets,3,2022,268,7632,D S,30,2456,0,1.6155919637531042,0,1.6155919637531042,0,0.9841010523959994,18,7,4,0,2.3139213398098946,1.732987073250115
GER-Bundesliga,2223,Bochum,Jacek Góralski,3,2022,268,11019,M S,4,143,0,0.0,0,0.0,0,0.046372201293706894,0,2,0,0,0.23137900233268738,0.1850070059299469
GER-Bundesliga,2223,Bochum,Jannes Horn,3,2022,268,2627,D S,2,58,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0
GER-Bundesliga,2223,Bochum,Jordi Osei-Tutu,3,2022,268,6723,D F M S,20,738,0,0.7449084091931581,0,0.7449084091931581,0,0.1610347032546997,12,5,3,0,1.6405659839510918,0.8293641693890095
GER-Bundesliga,2223,Bochum,Keven Schlotterbeck,3,2022,268,7401,D S,15,730,2,1.3780421577394009,2,1.3780421577394009,0,0.4997709393501282,8,4,3,0,0.9017440155148506,0.2017890140414238
GER-Bundesliga,2223,Bochum,Kevin Stöger,3,2022,268,7058,M S,32,2628,5,4.000088684260845,2,1.7267590463161469,3,5.305860780179501,47,66,3,0,10.61543259397149,6.861154751852155
GER-Bundesliga,2223,Bochum,Konstantinos Stafylidis,3,2022,268,368,D M S,19,1039,0,0.23837630916386843,0,0.23837630916386843,2,0.992935081012547,13,7,4,0,1.2401448972523212,0.6883647106587887
GER-Bundesliga,2223,Bochum,Manuel Riemann,3,2022,268,9702,GK,34,3060,0,0.01967640034854412,0,0.01967640034854412,0,0.11334839835762978,1,2,3,0,6.019377781078219,5.906032023951411
GER-Bundesliga,2223,Bochum,Moritz Broschinski,3,2022,268,11336,S,11,184,2,1.2682920284569263,2,1.2682920284569263,0,0.012319772504270077,6,1,1,0,0.7764762826263905,0.17749127745628357
GER-Bundesliga,2223,Bochum,Patrick Osterhage,3,2022,268,9711,M S,23,1009,0,0.24434618093073368,0,0.24434618093073368,0,0.2897718846797943,6,5,3,0,1.296768233180046,0.8393440395593643
GER-Bundesliga,2223,Bochum,Philipp Förster,3,2022,268,9076,M S,25,1306,3,1.3651106618344784,3,1.3651106618344784,7,4.021769605576992,17,27,4,0,5.595948418602347,3.7540037501603365
GER-Bundesliga,2223,Bochum,Philipp Hofmann,3,2022,268,10736,F S,34,2663,8,8.852028047665954,8,8.852028047665954,2,2.597704393789172,52,25,5,0,10.911799021065235,2.271575433202088
GER-Bundesliga,2223,Bochum,Pierre Kunde,3,2022,268,7073,M S,12,365,1,0.3449650974944234,1,0.3449650974944234,0,0.2024424746632576,4,4,0,0,0.7458442570641637,0.19843677803874016
GER-Bundesliga,2223,Bochum,Saidy Janko,3,2022,268,5994,D M S,20,1125,0,0.03516799956560135,0,0.03516799956560135,0,0.11534169875085354,1,2,1,0,2.0198651012033224,1.9917225018143654
GER-Bundesliga,2223,Bochum,Silvère Ganvoula,3,2022,268,9707,S,16,204,0,0.3378532282076776,0,0.3378532282076776,0,0.32496269792318344,8,5,1,0,1.0496272924356163,0.40724981389939785
GER-Bundesliga,2223,Bochum,Simon Zoller,3,2022,268,139,F M S,27,1481,3,4.253587335348129,3,4.253587335348129,2,0.8861771766096354,31,11,5,0,5.685781069099903,0.9288454409688711
GER-Bundesliga,2223,Bochum,Takuma Asano,3,2022,268,6087,F M S,25,1742,3,6.078744154423475,3,6.078744154423475,2,2.3218653481453657,51,22,1,0,8.61979965120554,1.970587301068008
GER-Bundesliga,2223,Bochum,Tim Oermann,3,2022,268,10862,D S,4,191,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2223,Bochum,Vasilios Lampropoulos,3,2022,268,9704,D S,15,618,0,0.2495747972279787,0,0.2495747972279787,0,0.08717530220746994,6,1,2,0,0.7879841141402721,0.7008088119328022
GER-Bundesliga,2223,Borussia Dortmund,Alexander Meyer,3,2022,129,6290,GK,7,630,0,0.0,0,0.0,0,0.0,0,0,0,0,1.3360484018921852,1.3360484018921852
GER-Bundesliga,2223,Borussia Dortmund,Anthony Modeste,3,2022,129,137,F S,19,794,2,3.454763725399971,2,3.454763725399971,1,0.8842783905565739,21,6,4,0,4.190358635038137,0.753995705395937
GER-Bundesliga,2223,Borussia Dortmund,Antonios Papadopoulos,3,2022,129,9750,S,1,11,0,0.011480499990284443,0,0.011480499990284443,0,0.0,1,0,0,0,0.0,0.0
GER-Bundesliga,2223,Borussia Dortmund,Donyell Malen,3,2022,129,9749,F M S,26,1754,9,10.436273377388716,9,10.436273377388716,6,5.750813579186797,62,29,0,0,19.17952760308981,5.9087957832962275
GER-Bundesliga,2223,Borussia Dortmund,Emre Can,3,2022,129,604,D M S,27,1890,2,1.5949499029666185,1,0.8371729273349047,1,1.4878265084698796,17,20,8,0,13.2627736274153,11.818389678373933
GER-Bundesliga,2223,Borussia Dortmund,Felix Passlack,3,2022,129,2663,S,3,57,0,0.0,0,0.0,0,0.490369101986289,0,2,0,0,2.0391283836215734,1.5487593412399292
GER-Bundesliga,2223,Borussia Dortmund,Giovanni Reyna,3,2022,129,8191,M S,22,596,7,4.03692801296711,6,3.279151037335396,2,1.4485626854002476,25,11,2,0,5.849157366901636,2.9040713123977184
GER-Bundesliga,2223,Borussia Dortmund,Gregor Kobel,3,2022,129,5288,GK,27,2430,0,0.0,0,0.0,0,0.0,0,0,0,0,6.736781107261777,6.736781107261777
GER-Bundesliga,2223,Borussia Dortmund,Jamie Bynoe-Gittens,3,2022,129,10542,F M S,15,514,3,2.581368736922741,3,2.581368736922741,1,0.5960651729255915,24,2,0,0,4.752277040854096,1.7946272119879723
GER-Bundesliga,2223,Borussia Dortmund,Jude Bellingham,3,2022,129,8824,M S,31,2691,8,8.504038363695145,7,7.74626162648201,4,4.233295059762895,65,34,8,0,24.581586927175522,17.165961924940348
GER-Bundesliga,2223,Borussia Dortmund,Julian Brandt,3,2022,129,261,F M S,32,2436,9,5.173838408663869,9,5.173838408663869,8,8.180333945900202,42,72,2,0,21.539732083678246,12.517931933514774
GER-Bundesliga,2223,Borussia Dortmund,Julian Ryerson,3,2022,129,7997,D S,30,2474,1,1.126702019944787,1,1.126702019944787,0,2.377535879611969,26,22,4,0,11.521786760538816,10.113925835117698
GER-Bundesliga,2223,Borussia Dortmund,Julien Duranville,3,2022,129,11585,S,1,25,0,0.020404910668730736,0,0.020404910668730736,0,0.10653351992368698,1,2,0,0,0.12693843245506287,0.0
GER-Bundesliga,2223,Borussia Dortmund,Justin Njinmah,3,2022,129,10585,S,1,19,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2223,Borussia Dortmund,Karim Adeyemi,3,2022,129,10772,F M S,24,1415,6,5.589663118124008,6,4.831886380910873,5,4.353858232498169,38,28,9,0,12.93917460553348,4.774575125426054
GER-Bundesliga,2223,Borussia Dortmund,Mahmoud Dahoud,3,2022,129,205,M S,9,328,0,0.24552150070667267,0,0.24552150070667267,0,0.38032230734825134,6,4,1,0,2.4283393565565348,1.947038745507598
GER-Bundesliga,2223,Borussia Dortmund,Marco Pasalic,3,2022,129,11215,S,1,9,0,0.024389000609517097,0,0.024389000609517097,0,0.0,1,0,0,0,0.04337469860911369,0.018985699862241745
GER-Bundesliga,2223,Borussia Dortmund,Marco Reus,3,2022,129,319,F M S,25,1349,6,6.243561610579491,5,5.485784620046616,4,2.9453289173543453,37,20,4,0,11.390875043347478,5.265230825170875
